Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.179,1.714,0.741
Base Test (TCP),10,100,900,0.284,2.320,0.933
