Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,165.674,13394.285,5398.117
Base Test (TCP),10,100,900,0.495,41.449,1.967
