Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.441,4.182,1.639
Base Test (TCP),10,100,900,0.461,3.161,1.429
