Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,132.837,13322.995,5405.091
Base Test (TCP),10,100,900,0.471,2.790,1.496
