Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.454,3.567,1.515
Base Test (TCP),10,100,900,0.474,3.120,1.537
