Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (TCP),10,100,900,0.316,2.359,1.042
Base Test (QUIC),10,100,900,0.254,1.959,0.939
