Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.390,4.154,1.414
Base Test (TCP),10,100,900,0.450,3.367,1.365
