Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.369,2.512,1.203
Base Test (TCP),10,100,900,0.484,3.568,1.591
