Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,88.208,13408.578,5404.889
Base Test (TCP),10,100,900,0.422,2.801,1.490
