Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,38.606,10399.776,3860.591
Base Test (TCP),10,100,900,0.443,2.887,1.501
