Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.492,3.436,1.500
Base Test (TCP),10,100,900,0.323,2.703,1.302
