Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (TCP),10,100,900,0.311,2.436,0.989
Base Test (QUIC),10,100,640,0.000,1.733,0.739
