Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.651,3.998,1.827
Base Test (TCP),10,100,900,0.503,2.914,1.410
