Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.623,3.815,1.713
Base Test (TCP),10,100,900,0.422,41.389,1.646
