Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,4.566,10409.460,3858.272
Base Test (TCP),10,100,900,0.461,2.697,1.430
