Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (TCP),10,100,900,0.266,2.337,1.018
Base Test (QUIC),10,100,640,0.000,1.613,0.674
