Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.537,3.748,1.608
Base Test (TCP),10,100,900,0.470,3.270,1.545
