Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,28.843,11208.690,4319.617
Base Test (TCP),10,100,900,0.511,2.741,1.372
