Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,86.436,13385.216,5398.272
Base Test (TCP),10,100,900,0.423,2.752,1.364
