Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,30.692,10404.610,3896.048
Base Test (TCP),10,100,900,0.484,2.994,1.422
