Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,88.728,9133.650,3283.025
Base Test (TCP),10,100,900,0.365,2.468,1.151
