Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,69.188,13361.005,5378.514
Base Test (TCP),10,100,900,0.541,2.894,1.678
