Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.466,3.280,1.390
Base Test (TCP),10,100,900,0.360,40.819,1.517
