Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.649,3.789,1.708
Base Test (TCP),10,100,900,0.569,3.290,1.740
