Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,170.183,13375.418,5396.627
Base Test (TCP),10,100,900,0.444,2.724,1.506
