Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.593,3.957,1.835
Base Test (TCP),10,100,900,0.512,3.208,1.703
