Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,657,21.209,13397.001,5339.617
Base Test (TCP),10,100,900,0.364,2.458,1.196
