Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,149.147,11220.440,4389.995
Base Test (TCP),10,100,900,0.437,2.409,1.211
