Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,684,0.287,12212.407,4466.051
Base Test (TCP),10,100,900,0.493,2.706,1.412
