Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.412,4.006,1.531
Base Test (TCP),10,100,900,0.379,3.568,1.308
