Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.459,2.121,0.923
Base Test (TCP),10,100,900,0.337,2.602,1.087
