Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (TCP),10,100,900,0.222,2.018,0.852
Base Test (QUIC),10,100,800,0.000,1.274,0.557
