Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,106.591,13389.355,5392.986
Base Test (TCP),10,100,900,0.492,41.331,1.612
