Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,22.650,11240.738,4176.113
Base Test (TCP),10,100,900,0.466,40.920,1.639
