Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,93.012,13404.407,5597.907
Base Test (TCP),10,100,900,0.404,41.257,1.558
