Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.322,2.256,1.008
Base Test (TCP),10,100,900,0.447,2.542,1.187
