Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.487,3.649,1.584
Base Test (TCP),10,100,900,0.365,2.909,1.412
