Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,20.776,8206.068,2877.535
Base Test (TCP),10,100,900,0.440,41.972,1.926
