Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,167.667,13379.235,5405.152
Base Test (TCP),10,100,900,0.391,2.751,1.414
