Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.442,4.189,1.604
Base Test (TCP),10,100,900,0.391,3.059,1.361
