Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,34.868,8227.104,2925.300
Base Test (TCP),10,100,900,0.463,2.739,1.507
