Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.608,3.825,1.740
Base Test (TCP),10,100,900,0.602,3.118,1.691
