Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.359,2.560,1.268
Base Test (TCP),10,100,900,0.502,3.401,1.504
