Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.242,2.056,0.873
Base Test (TCP),10,100,900,0.254,2.286,0.923
