Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.646,3.740,1.690
Base Test (TCP),10,100,900,0.485,3.017,1.433
