Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,0.702,10354.003,3850.418
Base Test (TCP),10,100,900,0.536,41.659,1.667
