Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,75.730,13401.955,5405.191
Base Test (TCP),10,100,900,0.555,41.303,1.644
