Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.643,3.927,1.692
Base Test (TCP),10,100,900,0.471,41.150,1.716
