Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (TCP),10,100,900,0.304,2.225,0.901
Base Test (QUIC),10,100,900,0.219,1.755,0.718
