Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,117.469,13413.718,5405.579
Base Test (TCP),10,100,900,0.395,2.668,1.364
