Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,159.922,13378.643,5608.545
Base Test (TCP),10,100,900,0.454,2.439,1.205
