Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.286,2.615,1.244
Base Test (TCP),10,100,900,0.496,41.292,1.519
