Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.548,4.119,1.667
Base Test (TCP),10,100,900,0.462,3.399,1.399
