Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.208,1.837,0.893
Base Test (TCP),10,100,900,0.317,2.387,1.046
