Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.381,3.394,1.323
Base Test (TCP),10,100,900,0.449,3.568,1.708
