Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (TCP),10,100,900,0.303,2.243,1.033
Base Test (QUIC),10,100,900,0.186,2.179,0.849
