Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (TCP),10,100,900,0.380,2.554,1.112
Base Test (QUIC),10,100,640,0.000,2.012,0.839
