Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,67.542,12226.992,4889.007
Base Test (TCP),10,100,900,0.562,2.740,1.400
