Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.606,3.738,1.682
Base Test (TCP),10,100,900,0.547,3.019,1.491
