Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,6.738,12128.233,4850.123
Base Test (TCP),10,100,900,0.450,2.894,1.391
