Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,0.386,10355.296,3896.849
Base Test (TCP),10,100,900,0.352,2.652,1.301
