Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,147.856,13361.184,5621.775
Base Test (TCP),10,100,900,0.499,41.808,1.693
