Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,0.456,10430.255,3862.837
Base Test (TCP),10,100,900,0.441,2.900,1.418
