Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,800,0.000,1.815,0.689
Base Test (TCP),10,100,900,0.340,2.827,1.081
